timestamp	position_rotation	position_translation
2026-03-03 06:21:00.454+00	{0,0,0.90403205,0.4274646}	{-75.4723,98.134,1.89}
2026-03-03 06:21:00.651+00	{0,0,0.91887563,0.39454728}	{-75.78496,98.043915,1.89}
2026-03-03 06:21:00.847+00	{0,0,0.9345308,0.35588232}	{-76.10955,97.941635,1.89}
2026-03-03 06:21:01.166+00	{0,0,0.94775784,0.3189907}	{-76.646904,97.79666,1.89}
2026-03-03 06:21:01.39+00	{0,0,0.95610225,0.29303324}	{-76.95708,97.69232,1.89}
2026-03-03 06:21:01.662+00	{0,0,0.96988624,0.24355844}	{-77.30231,97.6215,1.89}
2026-03-03 06:21:02.079+00	{0,0,0.97902787,0.20372643}	{-77.61819,97.29062,1.89}
2026-03-03 06:21:02.636+00	{0,0,0.9857054,0.16847825}	{-77.79118,97.04199,1.89}
2026-03-03 06:21:03.192+00	{0,0,0.98714423,0.15983203}	{-77.98442,96.76371,1.89}
2026-03-03 06:21:03.645+00	{0,0,0.9878323,0.15552273}	{-78.12082,96.40476,1.89}
2026-03-03 06:21:04.114+00	{0,0,0.98775166,0.15603422}	{-78.15345,96.1053,1.89}
2026-03-03 06:21:05.835+00	{0,0,0.9827231,0.1850818}	{-77.88531,96.27484,1.89}
2026-03-03 06:21:06.212+00	{0,0,0.97448665,0.22444554}	{-77.70978,96.575584,1.89}
2026-03-03 06:21:06.568+00	{0,0,0.9603993,0.27862722}	{-77.27297,96.94588,1.89}
2026-03-03 06:21:07.093+00	{0,0,0.9446098,0.3281955}	{-76.99557,97.133545,1.89}
2026-03-03 06:21:07.466+00	{0,0,0.9415001,0.33701256}	{-76.753654,97.355515,1.89}
2026-03-03 06:21:07.698+00	{0,0,0.9445037,0.32850072}	{-76.3852,97.78961,1.89}
2026-03-03 06:21:07.933+00	{0,0,0.94936556,0.31417364}	{-76.22155,98.12922,1.89}
2026-03-03 06:21:08.139+00	{0,0,0.9563262,0.29230157}	{-76.092125,98.46656,1.89}
2026-03-03 06:21:08.332+00	{0,0,0.96383506,0.2664994}	{-75.98725,98.80089,1.89}
2026-03-03 06:21:08.543+00	{0,0,0.97040474,0.24148414}	{-75.91356,99.13138,1.89}
2026-03-03 06:21:08.731+00	{0,0,0.9753392,0.22071138}	{-75.847244,99.463455,1.89}
2026-03-03 06:21:08.985+00	{0,0,0.9790801,0.20347512}	{-75.75797,99.80193,1.89}
2026-03-03 06:21:09.313+00	{0,0,0.9797075,0.20043258}	{-75.66606,100.09298,1.89}
2026-03-03 06:21:10.468+00	{0,0,0.9885557,0.15085594}	{-75.996765,99.96191,1.89}
2026-03-03 06:21:10.721+00	{0,0,0.9946891,0.102924876}	{-76.17671,99.66444,1.89}
2026-03-03 06:21:11.033+00	{0,0,0.9992352,0.039102588}	{-76.450226,99.41212,1.89}
2026-03-03 06:21:11.174+00	{0,0,0.9997425,-0.022692727}	{-76.6771,99.16458,1.89}
2026-03-03 06:21:11.382+00	{0,0,0.9966219,-0.082126975}	{-76.856026,98.83163,1.89}
2026-03-03 06:21:11.596+00	{0,0,0.9886559,-0.1501983}	{-77.07327,98.46109,1.89}
2026-03-03 06:21:11.797+00	{0,0,0.9807973,-0.19502991}	{-77.242004,97.99634,1.89}
2026-03-03 06:21:11.967+00	{0,0,0.9659202,-0.25884008}	{-77.21844,97.51388,1.89}
2026-03-03 06:21:12.146+00	{0,0,0.9554422,-0.2951784}	{-77.30773,97.20495,1.89}
2026-03-03 06:21:12.313+00	{0,0,0.9391548,-0.34349424}	{-77.22221,96.747375,1.89}
2026-03-03 06:21:12.434+00	{0,0,0.93004125,-0.36745512}	{-77.11239,96.438965,1.89}
2026-03-03 06:21:12.613+00	{0,0,0.9221017,-0.38694775}	{-76.96931,96.13237,1.89}
2026-03-03 06:21:12.695+00	{0,0,0.9141541,-0.4053668}	{-76.77255,95.86243,1.89}
2026-03-03 06:21:12.863+00	{0,0,0.90787303,-0.41924518}	{-76.5722,95.635056,1.89}
2026-03-03 06:21:12.985+00	{0,0,0.90341693,-0.42876315}	{-76.35325,95.37767,1.89}
2026-03-03 06:21:13.17+00	{0,0,0.9008039,-0.43422619}	{-76.127426,95.1575,1.89}
2026-03-03 06:21:13.252+00	{0,0,0.8998897,-0.43611756}	{-75.87576,94.93592,1.89}
2026-03-03 06:21:13.366+00	{0,0,0.90125513,-0.43328887}	{-75.6111,94.746056,1.89}
2026-03-03 06:21:13.563+00	{0,0,0.9076402,-0.41974908}	{-75.24519,94.522934,1.89}
2026-03-03 06:21:13.774+00	{0,0,0.9185831,-0.39522797}	{-74.856926,94.28115,1.89}
2026-03-03 06:21:14.217+00	{0,0,0.94081855,-0.33891067}	{-74.59215,94.05389,1.89}
2026-03-03 06:21:14.45+00	{0,0,0.95285827,-0.30341572}	{-74.113464,93.77923,1.89}
2026-03-03 06:21:14.664+00	{0,0,0.9595811,-0.28143236}	{-73.83782,93.55091,1.89}
2026-03-03 06:21:14.919+00	{0,0,0.96591395,-0.25886348}	{-73.58916,93.31967,1.89}
2026-03-03 06:21:16.499+00	{0,0,0.9676011,-0.25248384}	{-73.750435,93.657455,1.89}
2026-03-03 06:21:16.807+00	{0,0,0.9661648,-0.25792548}	{-73.93983,93.959595,1.89}
2026-03-03 06:21:16.951+00	{0,0,0.9647444,-0.26318872}	{-74.14503,94.26528,1.89}
2026-03-03 06:21:17.168+00	{0,0,0.9630182,-0.26943636}	{-74.35933,94.60306,1.89}
2026-03-03 06:21:17.48+00	{0,0,0.9622426,-0.27219328}	{-74.52187,94.88755,1.89}
2026-03-03 06:21:17.56+00	{0,0,0.962263,-0.27212113}	{-74.680046,95.14776,1.89}
2026-03-03 06:21:17.762+00	{0,0,0.9622636,-0.27211913}	{-74.84035,95.432014,1.89}
2026-03-03 06:21:17.978+00	{0,0,0.962593,-0.27095145}	{-75.00891,95.719986,1.89}
2026-03-03 06:21:18.182+00	{0,0,0.9628608,-0.26999828}	{-75.17193,95.97502,1.89}
2026-03-03 06:21:18.367+00	{0,0,0.9631141,-0.2690935}	{-75.3424,96.288124,1.89}
2026-03-03 06:21:18.583+00	{0,0,0.9634102,-0.2680314}	{-75.5171,96.56455,1.89}
2026-03-03 06:21:18.761+00	{0,0,0.96355987,-0.26749277}	{-75.67687,96.83805,1.89}
2026-03-03 06:21:18.985+00	{0,0,0.96355945,-0.2674943}	{-75.840195,97.14915,1.89}
2026-03-03 06:21:19.256+00	{0,0,0.96270347,-0.27055874}	{-76.07574,97.50041,1.89}
2026-03-03 06:21:19.437+00	{0,0,0.96087664,-0.27697667}	{-76.26663,97.738144,1.89}
2026-03-03 06:21:19.737+00	{0,0,0.9572279,-0.28933498}	{-76.46404,97.98571,1.89}
2026-03-03 06:21:20.137+00	{0,0,0.95136017,-0.308081}	{-76.670586,98.209694,1.89}
2026-03-03 06:21:21.192+00	{0,0,0.9658142,-0.2592355}	{-76.39882,98.08217,1.89}
2026-03-03 06:21:21.441+00	{0,0,0.9782395,-0.2074789}	{-76.090744,98.06364,1.89}
2026-03-03 06:21:21.703+00	{0,0,0.99180794,-0.1277381}	{-75.7283,97.97888,1.89}
2026-03-03 06:21:21.983+00	{0,0,0.99946654,-0.032659326}	{-75.30865,97.89936,1.89}
2026-03-03 06:21:22.189+00	{0,0,0.99873364,0.050310105}	{-74.98333,97.72945,1.89}
2026-03-03 06:21:22.402+00	{0,0,0.9906093,0.13672312}	{-74.718765,97.58262,1.89}
2026-03-03 06:21:22.591+00	{0,0,0.9736495,0.22804955}	{-74.44456,97.31026,1.89}
2026-03-03 06:21:22.774+00	{0,0,0.9500947,0.3119616}	{-74.26911,97.040726,1.89}
2026-03-03 06:21:23.006+00	{0,0,0.9212629,0.38894042}	{-74.14959,96.72065,1.89}
2026-03-03 06:21:23.238+00	{0,0,0.8798844,0.47518775}	{-74.10901,96.321915,1.89}
2026-03-03 06:21:23.45+00	{0,0,0.8613371,0.5080338}	{-74.11751,96.02124,1.89}
2026-03-03 06:21:23.811+00	{0,0,0.8453805,0.5341646}	{-74.23128,95.7306,1.89}
2026-03-03 06:21:23.98+00	{0,0,0.832825,0.5535363}	{-74.37366,95.386505,1.89}
2026-03-03 06:21:24.233+00	{0,0,0.8161444,0.57784796}	{-74.59537,95.17364,1.89}
2026-03-03 06:21:24.623+00	{0,0,0.80418456,0.59437966}	{-74.8919,94.9769,1.89}
2026-03-03 06:21:24.906+00	{0,0,0.7999579,0.6000561}	{-75.194176,94.865715,1.89}
2026-03-03 06:21:25.221+00	{0,0,0.80231684,0.5968983}	{-75.49801,94.79787,1.89}
2026-03-03 06:21:30.232+00	{0,0,0.8066485,0.5910314}	{-75.68185,94.77111,1.89}
2026-03-03 06:21:35.272+00	{0,0,0.80696446,0.59059995}	{-75.66701,94.75612,1.89}
2026-03-03 06:21:40.302+00	{0,0,0.80697477,0.5905859}	{-75.664986,94.756065,1.89}
2026-03-03 06:21:45.358+00	{0,0,0.80702066,0.5905231}	{-75.651245,94.77127,1.89}
2026-03-03 06:21:50.391+00	{0,0,0.8070113,0.59053594}	{-75.65189,94.77193,1.89}
2026-03-03 06:21:55.435+00	{0,0,0.80703896,0.5904981}	{-75.65255,94.77061,1.89}
2026-03-03 06:21:57.519+00	{0,0,0.80127054,0.5983021}	{-75.35526,94.82697,1.89}
2026-03-03 06:21:57.954+00	{0,0,0.80374336,0.59497607}	{-75.01385,94.93343,1.89}
2026-03-03 06:21:58.295+00	{0,0,0.81800616,0.57520944}	{-74.70003,95.12398,1.89}
2026-03-03 06:21:58.59+00	{0,0,0.8384473,0.5449827}	{-74.45129,95.34839,1.89}
2026-03-03 06:21:58.894+00	{0,0,0.8653836,0.5011099}	{-74.222275,95.67937,1.89}
2026-03-03 06:21:59.165+00	{0,0,0.90418303,0.42714518}	{-74.03956,96.12875,1.89}
2026-03-03 06:21:59.376+00	{0,0,0.92680025,0.3755546}	{-74.035904,96.42992,1.89}
2026-03-03 06:21:59.425+00	{0,0,0.92304426,0.38469377}	{-74.49651,96.153015,1.89}
2026-03-03 06:21:59.471+00	{0,0,0.9349322,0.35482642}	{-74.01986,96.534874,1.89}
2026-03-03 06:21:59.712+00	{0,0,0.95583606,0.29390025}	{-74.06033,96.89144,1.89}
2026-03-03 06:22:00.105+00	{0,0,0.9817693,0.19007623}	{-74.29439,97.49872,1.89}
2026-03-03 06:22:00.338+00	{0,0,0.99115497,0.1327096}	{-74.43864,97.77845,1.89}
2026-03-03 06:22:00.515+00	{0,0,0.99526626,0.097185835}	{-74.62212,97.386444,1.89}
2026-03-03 06:22:00.562+00	{0,0,0.9979213,0.06444461}	{-74.712074,98.12002,1.89}
2026-03-03 06:22:01.076+00	{0,0,0.9995971,0.028384462}	{-74.78767,98.60392,1.89}
2026-03-03 06:22:02.18+00	{0,0,0.99999064,0.004330594}	{-74.910576,98.29989,1.89}
2026-03-03 06:22:02.433+00	{0,0,0.99969137,-0.024842257}	{-75.022224,97.92558,1.89}
2026-03-03 06:22:02.65+00	{0,0,0.9978103,-0.06614105}	{-75.13954,97.6224,1.89}
2026-03-03 06:22:02.94+00	{0,0,0.99303615,-0.11781024}	{-75.319984,97.09374,1.89}
2026-03-03 06:22:03.114+00	{0,0,0.9818621,-0.1895964}	{-75.55205,96.638725,1.89}
2026-03-03 06:22:03.292+00	{0,0,0.9711429,-0.23849852}	{-75.6264,96.343216,1.89}
2026-03-03 06:22:03.378+00	{0,0,0.9572947,-0.289114}	{-75.69111,96.027504,1.89}
2026-03-03 06:22:03.535+00	{0,0,0.9422402,-0.33493793}	{-75.6927,95.67791,1.89}
2026-03-03 06:22:03.662+00	{0,0,0.9285437,-0.37122324}	{-75.63187,95.32304,1.89}
2026-03-03 06:22:03.804+00	{0,0,0.91412157,-0.4054402}	{-75.50548,94.99739,1.89}
2026-03-03 06:22:03.922+00	{0,0,0.90231913,-0.4310687}	{-75.34393,94.70694,1.89}
2026-03-03 06:22:04.053+00	{0,0,0.89181364,-0.45240304}	{-75.13025,94.43086,1.89}
2026-03-03 06:22:04.241+00	{0,0,0.8842877,-0.46694246}	{-74.89153,94.19054,1.89}
2026-03-03 06:22:04.344+00	{0,0,0.8781241,-0.47843295}	{-74.56269,93.84945,1.89}
2026-03-03 06:22:04.445+00	{0,0,0.8749613,-0.48419285}	{-74.25848,93.64343,1.89}
2026-03-03 06:22:04.6+00	{0,0,0.8751906,-0.4837783}	{-73.963905,93.50045,1.89}
2026-03-03 06:22:04.771+00	{0,0,0.88139665,-0.47237688}	{-73.45718,93.2429,1.89}
2026-03-03 06:22:05.003+00	{0,0,0.89388657,-0.44829327}	{-73.002914,92.96615,1.89}
2026-03-03 06:22:05.165+00	{0,0,0.9012891,-0.43321818}	{-72.68848,92.82265,1.89}
2026-03-03 06:22:05.279+00	{0,0,0.90843976,-0.4180158}	{-72.378654,92.655045,1.89}
2026-03-03 06:22:05.449+00	{0,0,0.9176781,-0.39732468}	{-71.866875,92.37963,1.89}
2026-03-03 06:22:05.634+00	{0,0,0.9274636,-0.3739135}	{-71.41966,92.06566,1.89}
2026-03-03 06:22:05.818+00	{0,0,0.9326275,-0.3608407}	{-71.02233,91.944214,1.89}
2026-03-03 06:22:05.935+00	{0,0,0.93869776,-0.34474134}	{-70.87208,91.68398,1.89}
2026-03-03 06:22:06.086+00	{0,0,0.050470836,0.99872553}	{-72.88621,64.05615,1.89}
2026-03-03 06:22:06.172+00	{0,0,0.039177403,0.9992323}	{-72.96209,64.40562,1.89}
2026-03-03 06:22:06.352+00	{0,0,0.02909083,0.99957675}	{-72.998,64.8187,1.89}
2026-03-03 06:22:06.573+00	{0,0,0.023460858,0.99972475}	{-73.0162,65.28707,1.89}
2026-03-03 06:22:06.83+00	{0,0,0.016440246,0.9998649}	{-72.88771,65.82049,1.89}
2026-03-03 06:22:06.972+00	{0,0,0.015845232,0.9998745}	{-73.04251,66.162895,1.89}
2026-03-03 06:22:07.051+00	{0,0,0.013007512,0.9999154}	{-73.02864,66.47661,1.89}
2026-03-03 06:22:07.237+00	{0,0,0.010208072,0.9999479}	{-73.09073,66.90201,1.89}
2026-03-03 06:22:07.376+00	{0,0,0.00568363,0.99998385}	{-73.03346,67.24876,1.89}
2026-03-03 06:22:07.566+00	{0,0,0.003966798,0.99999213}	{-73.113396,67.60516,1.89}
2026-03-03 06:22:07.739+00	{0,0,0.00030866463,-0.99999994}	{-73.143135,68.144875,1.89}
2026-03-03 06:22:07.828+00	{0,0,0.0031448868,-0.99999505}	{-73.144585,68.48337,1.89}
2026-03-03 06:22:07.972+00	{0,0,0.005939361,-0.99998236}	{-73.20391,68.89185,1.89}
2026-03-03 06:22:08.133+00	{0,0,0.008498002,-0.9999639}	{-73.17801,69.230865,1.89}
2026-03-03 06:22:08.175+00	{0,0,0.010906393,-0.9999405}	{-73.18695,69.54267,1.89}
2026-03-03 06:22:08.382+00	{0,0,0.016031446,-0.9998715}	{-73.16524,70.08331,1.89}
2026-03-03 06:22:08.53+00	{0,0,0.018682856,-0.9998255}	{-73.1351,70.40403,1.89}
2026-03-03 06:22:08.648+00	{0,0,0.02108981,-0.99977756}	{-73.19638,70.782036,1.89}
2026-03-03 06:22:08.778+00	{0,0,0.023528107,-0.9997232}	{-73.17712,71.09118,1.89}
2026-03-03 06:22:08.932+00	{0,0,0.026154906,-0.9996579}	{-73.18448,71.481514,1.89}
2026-03-03 06:22:09.044+00	{0,0,0.028799755,-0.9995852}	{-73.17386,71.84466,1.89}
2026-03-03 06:22:09.316+00	{0,0,0.032865953,-0.99945974}	{-73.13936,72.30474,1.89}
2026-03-03 06:22:09.361+00	{0,0,0.035415664,-0.99937266}	{-73.130875,72.732574,1.89}
2026-03-03 06:22:09.564+00	{0,0,0.036321785,-0.9993401}	{-73.10126,73.182076,1.89}
2026-03-03 06:22:09.742+00	{0,0,0.036305584,-0.9993407}	{-73.08575,73.572235,1.89}
2026-03-03 06:22:09.834+00	{0,0,0.03587945,-0.99935615}	{-73.06199,73.91803,1.89}
2026-03-03 06:22:09.978+00	{0,0,0.036147736,-0.99934644}	{-73.029884,74.23533,1.89}
2026-03-03 06:22:10.099+00	{0,0,0.0353169,-0.9993762}	{-73.02336,74.59074,1.89}
2026-03-03 06:22:10.232+00	{0,0,0.03542007,-0.9993725}	{-72.97448,74.903305,1.89}
2026-03-03 06:22:10.388+00	{0,0,0.034456138,-0.9994062}	{-72.97152,75.27445,1.89}
2026-03-03 06:22:10.494+00	{0,0,0.03411409,-0.99941796}	{-72.94164,75.61786,1.89}
2026-03-03 06:22:10.748+00	{0,0,0.03363252,-0.9994343}	{-72.91391,76.0223,1.89}
2026-03-03 06:22:10.843+00	{0,0,0.032670435,-0.9994662}	{-72.878456,76.474594,1.89}
2026-03-03 06:22:10.998+00	{0,0,0.03246908,-0.99947274}	{-72.8645,76.79591,1.89}
2026-03-03 06:22:11.206+00	{0,0,0.031856064,-0.99949247}	{-72.81087,77.28622,1.89}
2026-03-03 06:22:11.368+00	{0,0,0.03078645,-0.99952596}	{-72.80219,77.822266,1.89}
2026-03-03 06:22:11.569+00	{0,0,0.030420173,-0.99953717}	{-72.73608,78.40276,1.89}
2026-03-03 06:22:11.782+00	{0,0,0.029605387,-0.99956167}	{-72.685745,78.75385,1.89}
2026-03-03 06:22:11.941+00	{0,0,0.028335983,-0.99959844}	{-72.67838,79.191505,1.89}
2026-03-03 06:22:12.052+00	{0,0,0.028231477,-0.9996014}	{-72.6536,79.51904,1.89}
2026-03-03 06:22:12.277+00	{0,0,0.026773266,-0.99964154}	{-72.61409,80.003395,1.89}
2026-03-03 06:22:12.399+00	{0,0,0.026098538,-0.99965936}	{-72.626434,80.47049,1.89}
2026-03-03 06:22:12.627+00	{0,0,0.025895355,-0.99966466}	{-72.59905,81.09555,1.89}
2026-03-03 06:22:12.85+00	{0,0,0.028765319,-0.99958616}	{-72.571846,81.56236,1.89}
2026-03-03 06:22:12.987+00	{0,0,0.03320742,-0.9994485}	{-72.57438,81.8828,1.89}
2026-03-03 06:22:13.122+00	{0,0,0.040530097,-0.9991783}	{-72.61591,82.25384,1.89}
2026-03-03 06:22:13.338+00	{0,0,0.053881794,-0.9985473}	{-72.63205,82.79394,1.89}
2026-03-03 06:22:13.456+00	{0,0,0.06500964,-0.99788463}	{-72.628845,83.104256,1.89}
2026-03-03 06:22:13.583+00	{0,0,0.07512914,-0.9971738}	{-72.63632,83.42378,1.89}
2026-03-03 06:22:13.782+00	{0,0,0.09199305,-0.99575967}	{-72.62911,83.885826,1.89}
2026-03-03 06:22:14.106+00	{0,0,0.119193844,-0.992871}	{-72.59631,84.23015,1.89}
2026-03-03 06:22:14.561+00	{0,0,0.16416836,-0.9864323}	{-72.52005,84.700676,1.89}
2026-03-03 06:22:14.758+00	{0,0,0.17187847,-0.98511815}	{-72.50196,85.15482,1.89}
2026-03-03 06:22:15.029+00	{0,0,0.20351413,-0.979072}	{-72.45462,85.52894,1.89}
2026-03-03 06:22:15.175+00	{0,0,0.21285634,-0.9770835}	{-72.39674,85.897575,1.89}
2026-03-03 06:22:15.425+00	{0,0,0.22401655,-0.97458535}	{-72.3124,86.21023,1.89}
2026-03-03 06:22:15.628+00	{0,0,0.24373649,-0.9698415}	{-72.19315,86.67982,1.89}
2026-03-03 06:22:15.84+00	{0,0,0.25709856,-0.9663852}	{-72.08138,87.005875,1.89}
2026-03-03 06:22:16.09+00	{0,0,0.2741814,-0.96167797}	{-71.89572,87.48118,1.89}
2026-03-03 06:22:16.366+00	{0,0,0.29116514,-0.9566728}	{-71.73903,87.82333,1.89}
2026-03-03 06:22:16.579+00	{0,0,0.3025868,-0.95312184}	{-71.62208,88.12816,1.89}
2026-03-03 06:22:16.781+00	{0,0,0.31214496,-0.9500345}	{-71.46865,88.42744,1.89}
2026-03-03 06:22:17.089+00	{0,0,0.31616727,-0.94870347}	{-71.140175,88.918396,1.89}
2026-03-03 06:22:17.308+00	{0,0,0.31300217,-0.9497524}	{-70.91655,89.244255,1.89}
2026-03-03 06:22:17.474+00	{0,0,0.30950883,-0.95089656}	{-70.711945,89.480545,1.89}
2026-03-03 06:22:17.591+00	{0,0,0.3047596,-0.9524293}	{-70.50828,89.71669,1.89}
2026-03-03 06:22:17.793+00	{0,0,0.29428908,-0.95571643}	{-70.23086,90.04365,1.89}
2026-03-03 06:22:17.975+00	{0,0,0.280276,-0.95991945}	{-69.95832,90.44369,1.89}
2026-03-03 06:22:18.162+00	{0,0,0.27153194,-0.9624294}	{-69.73629,90.69428,1.89}
2026-03-03 06:22:18.235+00	{0,0,0.2611864,-0.9652884}	{-69.54966,90.95154,1.89}
2026-03-03 06:22:18.426+00	{0,0,0.24542813,-0.9694148}	{-69.223114,91.335236,1.89}
2026-03-03 06:22:18.642+00	{0,0,0.22864771,-0.97350925}	{-68.95594,91.72898,1.89}
2026-03-03 06:22:18.81+00	{0,0,0.218988,-0.97572756}	{-68.72391,91.99835,1.89}
2026-03-03 06:22:18.894+00	{0,0,0.20947361,-0.9778143}	{-68.55345,92.270035,1.89}
2026-03-03 06:22:19.126+00	{0,0,0.19470868,-0.9808611}	{-68.32401,92.66929,1.89}
2026-03-03 06:22:19.268+00	{0,0,0.18324271,-0.9830677}	{-68.15613,92.9936,1.89}
2026-03-03 06:22:19.476+00	{0,0,0.16939957,-0.9855474}	{-67.94928,93.39865,1.89}
2026-03-03 06:22:19.569+00	{0,0,0.15721796,-0.9875639}	{-67.79153,93.709366,1.89}
2026-03-03 06:22:19.747+00	{0,0,0.1461301,-0.9892654}	{-67.66044,93.980705,1.89}
2026-03-03 06:22:19.834+00	{0,0,0.1357429,-0.9907441}	{-67.53534,94.27064,1.89}
2026-03-03 06:22:20.047+00	{0,0,0.11963851,-0.9928175}	{-67.38416,94.63131,1.89}
2026-03-03 06:22:20.261+00	{0,0,0.10418077,-0.9945584}	{-67.22282,95.036354,1.89}
2026-03-03 06:22:20.5+00	{0,0,0.08934409,-0.9960008}	{-67.020164,95.61486,1.89}
2026-03-03 06:22:20.7+00	{0,0,0.08496795,-0.99638367}	{-66.9418,95.96225,1.89}
2026-03-03 06:22:20.776+00	{0,0,0.084098935,-0.9964574}	{-66.89525,96.26729,1.89}
2026-03-03 06:22:20.973+00	{0,0,0.090341285,-0.9959109}	{-66.865265,96.58252,1.89}
2026-03-03 06:22:21.167+00	{0,0,0.102036715,-0.9947806}	{-66.843315,96.9316,1.89}
2026-03-03 06:22:21.45+00	{0,0,0.1219269,-0.99253905}	{-66.80789,97.34292,1.89}
2026-03-03 06:22:21.73+00	{0,0,0.14163041,-0.9899196}	{-66.788376,97.68855,1.89}
2026-03-03 06:22:22.103+00	{0,0,0.16494359,-0.986303}	{-66.77096,98.07857,1.89}
2026-03-03 06:22:22.658+00	{0,0,0.1774874,-0.98412305}	{-66.69997,98.40293,1.89}
2026-03-03 06:22:23.831+00	{0,0,0.1749488,-0.98457754}	{-66.589195,98.68296,1.89}
2026-03-03 06:22:26.611+00	{0,0,0.18041942,-0.98358977}	{-66.71711,98.29717,1.89}
2026-03-03 06:22:26.875+00	{0,0,0.1854999,-0.98264426}	{-66.85315,97.975975,1.89}
2026-03-03 06:22:27.126+00	{0,0,0.19254668,-0.9812878}	{-67.0048,97.63322,1.89}
2026-03-03 06:22:27.367+00	{0,0,0.20624666,-0.9785}	{-67.30451,97.18737,1.89}
2026-03-03 06:22:27.636+00	{0,0,0.23387156,-0.9722675}	{-67.54306,96.86463,1.89}
2026-03-03 06:22:27.932+00	{0,0,0.27049494,-0.9627214}	{-67.84568,96.54512,1.89}
2026-03-03 06:22:28.097+00	{0,0,0.2917741,-0.95648724}	{-68.08925,96.35303,1.89}
2026-03-03 06:22:28.253+00	{0,0,0.32420188,-0.9459879}	{-68.38938,96.13282,1.89}
2026-03-03 06:22:28.435+00	{0,0,0.35505378,-0.93484586}	{-68.70581,95.88976,1.89}
2026-03-03 06:22:29.267+00	{0,0,0.43037522,-0.90265006}	{-68.42802,95.65726,1.89}
2026-03-03 06:22:29.684+00	{0,0,0.4695323,-0.88291526}	{-68.73789,95.564156,1.89}
2026-03-03 06:22:30.112+00	{0,0,0.48524415,-0.8743787}	{-68.9972,95.37922,1.89}
2026-03-03 06:22:30.563+00	{0,0,0.4824976,-0.8758973}	{-69.260635,95.210014,1.89}
2026-03-03 06:22:31.416+00	{0,0,0.5286954,-0.84881157}	{-69.10972,95.50224,1.89}
2026-03-03 06:22:31.633+00	{0,0,0.5592862,-0.8289746}	{-68.847984,95.93241,1.89}
2026-03-03 06:22:31.896+00	{0,0,0.618498,-0.78578633}	{-68.54781,96.11515,1.89}
2026-03-03 06:22:32.136+00	{0,0,0.6515757,-0.75858355}	{-68.27481,96.38824,1.89}
2026-03-03 06:22:32.413+00	{0,0,0.66905844,-0.7432097}	{-67.80872,96.61759,1.89}
2026-03-03 06:22:32.515+00	{0,0,0.6942437,-0.71974}	{-67.439354,96.81453,1.89}
2026-03-03 06:22:32.646+00	{0,0,0.7188447,-0.6951707}	{-67.062294,96.88466,1.89}
2026-03-03 06:22:32.893+00	{0,0,0.76142174,-0.6482569}	{-66.749756,96.94578,1.89}
2026-03-03 06:22:33.024+00	{0,0,0.7716648,-0.6360295}	{-66.27233,97.14633,1.89}
2026-03-03 06:22:33.276+00	{0,0,0.8081538,-0.58897156}	{-65.93153,97.32244,1.89}
2026-03-03 06:22:33.376+00	{0,0,0.8281344,-0.5605296}	{-65.52309,97.29165,1.89}
2026-03-03 06:22:33.644+00	{0,0,0.8595458,-0.51105875}	{-64.74767,97.339714,1.89}
2026-03-03 06:22:33.874+00	{0,0,0.8827072,-0.46992344}	{-64.2436,97.27915,1.89}
2026-03-03 06:22:34.098+00	{0,0,0.9085046,-0.41787493}	{-63.912766,97.22112,1.89}
2026-03-03 06:22:34.186+00	{0,0,0.91448295,-0.40462452}	{-63.556927,97.13813,1.89}
2026-03-03 06:22:34.321+00	{0,0,0.9197395,-0.39252937}	{-63.217094,96.70195,1.89}
2026-03-03 06:22:34.449+00	{0,0,0.936003,-0.35199198}	{-62.997383,96.90852,1.89}
2026-03-03 06:22:34.656+00	{0,0,0.9455407,-0.3255038}	{-62.631565,96.67818,1.89}
2026-03-03 06:22:34.858+00	{0,0,0.95219535,-0.30548993}	{-62.37819,96.50427,1.89}
2026-03-03 06:22:35.092+00	{0,0,0.9587842,-0.28413522}	{-62.12593,96.27485,1.89}
2026-03-03 06:22:35.592+00	{0,0,0.96372646,-0.26689205}	{-61.91319,96.04921,1.89}
2026-03-03 06:22:36.268+00	{0,0,0.9670005,-0.2547745}	{-61.733948,95.767296,1.89}
2026-03-03 06:22:36.552+00	{0,0,0.96890527,-0.24743195}	{-61.50369,95.43295,1.89}
2026-03-03 06:22:36.919+00	{0,0,0.9693624,-0.24563502}	{-61.345814,95.147675,1.89}
2026-03-03 06:22:37.486+00	{0,0,0.97015023,-0.24250467}	{-61.198814,94.87542,1.89}
2026-03-03 06:22:39.237+00	{0,0,0.971725,-0.23611563}	{-61.308197,95.195984,1.89}
2026-03-03 06:22:39.686+00	{0,0,0.97765136,-0.21023285}	{-61.390205,95.48661,1.89}
2026-03-03 06:22:40.112+00	{0,0,0.9850991,-0.17198779}	{-61.344654,95.84241,1.89}
2026-03-03 06:22:40.751+00	{0,0,0.9927708,-0.12002577}	{-61.150146,96.25105,1.89}
2026-03-03 06:22:41.561+00	{0,0,0.99914736,0.04128593}	{-60.955067,96.59718,1.89}
2026-03-03 06:22:41.845+00	{0,0,0.9966539,0.08173743}	{-60.68227,96.85316,1.89}
2026-03-03 06:22:42.2+00	{0,0,0.9919402,0.12670675}	{-60.410908,97.0395,1.89}
2026-03-03 06:22:44.458+00	{0,0,0.9778305,0.20939767}	{-60.280716,96.75209,1.89}
